"source_sitemap","source_url","target_url","decision","verification","owner","captured_date"
"product-sitemap.xml","https://holypearl.co.il/product/כיפה-סרוגה-כחולה-עם-פס-3/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/כיפה-סרוגה-כחולה-עם-פס/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/כיפה-סרוגה-אפורה/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/כיפה-סרוגה-שחורה/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/כיפה-סרוגה-אמריקאית-3/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/כיפה-סרוגה-אמריקאית-2/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/כיפה-סרוגה-אמריקאית/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/kippa-blue/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/מעמד-לברכונים/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/מעמד-לברכונים-2/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/כיסוי-לפלטת-שבת-2/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/סידור-עבודת-השם-עור-ממחוזר/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/סט-מחזורים-קורן-לרה-רה-יוהכ-ושלושת-רגל/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/סט-חמישה-מחזורים-רינת-ישראל-עור-ממוחז-2/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/ידור-עבודת-השם-מהודר-עם-כתר/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/עבודת-השם-לבת-ישראל/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/סידור-רינת-ישראל-בכריכת-עור-עתיק/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/סידור-כוונת-הלב-לבת-ישראל-דמוי-עור/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/סידור-כוונת-הלב-לבת-ישראל-דמוי-עור-גוד/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/סידור-כוונת-הלב-דמוי-עור/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/חמסה-אמייל-חמסה-קטנה-בתוכה/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/חמסה-מעוצבת-עם-אבני-חושן/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/חמסה-לתלייה-אמייל/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/סטנדר-עץ-טבעי-חיתוך-לייזר/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/מזוזה-פסים-שחורים-אפורים/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/מזוזה-פולי-פרח/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/מזוזה-פולי-חומות-ירושלים/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/מזוזה-עם-עיטורים-חריטה/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/מזוזה-פולי-אבנים/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/מזוזה-מפתח-פרנסה/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/מזוזה-משולבת-ברכות/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/מזוזה-פולי-מבריק/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/מזוזה-חלקה/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/מזוזה-פולי-אבנים-חומות/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/בית-מזוזה-סגנון-עתיק/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/מזוזת-זכוכית-מעוצבת/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/ערכה-למתחתן/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/תחתיות-לסיר/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/קופות-צדקה-פולי-עץ-ריבוע/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/קופות-צדקה-פולי-עץ-משושה/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/קופות-צדקה-פולי-זכוכית-משושה/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/קופות-צדקה-פולי-זכוכית-מעוטר/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/קופות-צדקה-פולי-זכוכית/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/נטלה-רימונים/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/נטלה-בשילוב-שברי-זכוכית/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/נטלה-חבלים/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/נטלה-עם-פס-שברי-זכוכית/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/ראנר-שולחן-שבת-ויום-טוב/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/ראנר-שולחן-מנדלה/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/פסלון-ספר-תורה/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/חסידים-נגנים/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/פסלי-עיצוב-חסידי/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/יד-מחזיקה-כדור-ירושלים-כסף/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/ירושלים-פנרומה-כסף/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/חסידים-כנרים/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/חסידים-כלי-נשיפה/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/ברכה-מעוצבת-בצורת-פעמון-לתלייה-הבית-הע/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/נבל-דויד-אמייל-בשילוב-אבני-חושן-וירושל/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/ספר-ברכת-הבית-עברית-english/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/blessred/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/ברכת-העסק-עגול-לתלייה/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/ברכת-הבית-עגול-לתלייה-אנגלית/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/ברכת-הבית-לתלייה-בצורת-רימון/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/ברכת-העסק-לתלייה-בצורת-רימון/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/ברכת-שפע-בריאות-אושר/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/ברכת-הבית-לתלייה-בצורת-רימון-אמייל/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/ברכת-הבית-אמייל-מעוצבת-להתלייה/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/אם-אשכחך-ירושלים-לתלייה-מעוצב/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/כיסוי-תפילין-וטלית-בד/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/סט-כיסוי-תפילין-וטלית-ירושלים/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/סט-כיסוי-קטיפה-על-רקע-ירושלים/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/סט-3-חלקים-תפילין-טלית-וצדקה/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/כיסוי-תפילין-וטלית-דמוי-עור/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
"product-sitemap.xml","https://holypearl.co.il/product/כיסוי-תפילין-וטלית-דמוי-עור-כחול/","","Pending content review","Sitemap membership only; HTTP/indexation not verified","Content editor + SEO maintainer","2026-09-04"
